Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-ram-ram-2500-van-135-8-3,Van,,,,,High,135.8,213.4,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-2500-van-135-8-4,Van,,,,,Low,135.8,213.4,80.3,88.6,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-2500-van-159-1,Van,,,,,High,159.1,236.2,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-2500-van-159-1-2,Van,,,,,,159.1,236.2,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-2500-van-159-1-3,Van,,,,,,159.1,236.2,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-2500-van-159-1-4,Van,,,,,High,159.1,236.2,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-body-159-1,,,,,,High,159.1,250.4,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-168-9,Pickup,,Crew,,,,168.9,259.4,79.5,78.3,67.7,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-168-9-2,Pickup,,Crew,,,,168.9,259.4,79.5,79.5,67.7,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-168-9-3,Pickup,,Crew,,,,168.9,259.4,79.5,78.3,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-168-9-4,Pickup,,Crew,,,,168.9,259.4,79.5,79.5,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-169-7,Pickup,,Crew,,,,169.7,256.7,96.1,,68.9,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-long-169-7-2,Pickup,,Crew,,,,169.7,256.7,79.5,,68.9,68.5,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-short-149-2,Pickup,,Crew,,,,149.2,234.3,79.5,,68.9,68.5,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-short-149-2-2,Pickup,,Crew,,,,149.2,237.8,79.5,78.3,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-crew-short-149-2-3,Pickup,,Crew,,,,149.2,237.8,79.5,79.5,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-mega-short-160-2,Pickup,,Mega,,,,160.2,248.8,79.5,79.5,67.7,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-mega-short-160-2-2,Pickup,,Mega,,,,160.2,248.8,79.5,79.5,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-mega-short-160-6,Pickup,,Mega,,,,160.6,245.7,96.1,,68.9,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-mega-short-160-6-2,Pickup,,Mega,,,,160.6,245.7,79.5,,68.9,68.5,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-2,Pickup,,Regular,,,,140.2,227.2,96.1,,68.9,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-2-2,Pickup,,Regular,,,,140.2,227.2,79.5,,68.9,68.5,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-6,Pickup,,Regular,,,,140.6,230.7,79.5,78.3,67.7,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-6-2,Pickup,,Regular,,,,140.6,230.7,79.5,79.5,67.7,,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-6-3,Pickup,,Regular,,,,140.6,230.7,79.5,78.3,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-pickup-regular-long-140-6-4,Pickup,,Regular,,,,140.6,230.7,79.5,79.5,67.7,66.9,,,,,,,,,
nhtsa-ram-ram-3500-van-135-8,Van,,,,,High,135.8,213,80.7,88.6,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-135-8-2,Van,,,,,Low,135.8,213,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-135-8-3,Van,,,,,High,135.8,213.4,80.3,88.6,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-135-8-4,Van,,,,,Low,135.8,213.4,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1,Van,,,,,High,159.1,236.2,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1-2,Van,,,,,High,159.1,250.4,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1-3,Van,,,,,,159.1,250.4,80.7,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1-4,Van,,,,,,159.1,250.4,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1-5,Van,,,,,High,159.1,236.2,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-ram-ram-3500-van-159-1-6,Van,,,,,High,159.1,250.4,80.3,99.2,71.3,70.5,,,,,,,,,
nhtsa-renault-alliance-body-2dr-97-6,,2,,,,,97.6,163.8,65,54.3,,,,,,,,,,,
nhtsa-renault-alliance-body-2dr-97-6-2,,2,,,,,97.6,163.8,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-body-4dr-97-6,,4,,,,,97.6,163.8,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-body-4dr-97-6-2,,4,,,,,97.6,163.8,65,54.3,,,,,,,,,,,
nhtsa-renault-alliance-convertible-97-6,Convertible,,,,,,97.6,163.8,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-coupe-2dr-97-6,Coupe,2,,,,,97.6,163.8,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-hatchback-2dr-97-6,Hatchback,2,,,,,97.6,160.6,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-hatchback-4dr-97-6,Hatchback,4,,,,,97.6,160.6,65,54.7,,,,,,,,,,,
nhtsa-renault-alliance-sedan-4dr-97-6,Sedan,4,,,,,97.6,163.8,65,54.7,,,,,,,,,,,
nhtsa-renault-encore-body-2dr-97-6,,2,,,,,97.6,160.6,65,54.7,,,,,,,,,,,
nhtsa-renault-encore-body-4dr-97-6,,4,,,,,97.6,160.6,65,54.7,,,,,,,,,,,
nhtsa-renault-fuego-body-96-1,,,,,,,96.1,176.8,66.5,50.4,,,,,,,,,,,
nhtsa-renault-lecar-body-95-3,,,,,,,95.3,142.5,59.8,55.1,,,,,,,,,,,
nhtsa-renault-lecar-body-95-3-2,,,,,,,95.3,142.9,60.2,55.1,,,,,,,,,,,
nhtsa-rivian-r1s-suv-4dr-121-3,SUV,4,,,,,121.3,200.8,79.1,77.2,68.1,68.1,,,,,,,,,
nhtsa-rivian-r1t-pickup-4dr-135-8,Pickup,4,,,,,135.8,216.9,79.1,78,68.1,68.1,,,,,,,,,
nhtsa-rolls-royce-camargue-body-120-1,,,,,,,120.1,206.7,75.6,58.3,,,,,,,,,,,
nhtsa-rolls-royce-corniche-body-118-9,,,,,,,118.9,207.5,72.8,58.7,,,,,,,,,,,
nhtsa-rolls-royce-corniche-body-119-7,,,,,,,119.7,207.5,72.8,59.8,,,,,,,,,,,
nhtsa-rolls-royce-corniche-body-120-1,,,,,,,120.1,204.3,72,59.8,,,,,,,,,,,
nhtsa-rolls-royce-corniche-body-120-1-2,,,,,,,120.1,204.7,72,59.8,,,,,,,,,,,
nhtsa-rolls-royce-corniche-convertible-120-5,Convertible,,,,,,120.5,207.1,77.2,59.8,,,,,,,,,,,
nhtsa-rolls-royce-corniche-convertible-2dr-120-5,Convertible,2,,,,,120.5,207.1,77.2,59.8,60.6,60.6,,,,,,,,,
nhtsa-rolls-royce-corniche-coupe-118-9,Coupe,,,,,,118.9,207.5,72.8,58.7,,,,,,,,,,,
nhtsa-rolls-royce-cullinan-suv-4dr-129-9,SUV,4,,,,,129.9,210.2,78.7,72.4,,,,,,,,,,,
nhtsa-rolls-royce-dawn-body-122-4,,,,,,,122.4,207.9,76.8,59.1,63.8,65.7,,,,,,,,,
nhtsa-rolls-royce-dawn-convertible-2dr-122-4,Convertible,2,,,,,122.4,207.9,76.8,59.1,63.8,65.7,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-129-5,Sedan,4,,,,,129.5,218.5,,61.8,,,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-129-5-2,Sedan,4,,,,,129.5,215,76.8,61,63.8,65.4,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-129-9,Sedan,4,,,,,129.9,212.6,76.8,61,,,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-136-6,Sedan,4,,,,,136.6,219.3,76.8,61,,,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-136-6-2,Sedan,4,,,,,136.6,225.2,,61.8,,,,,,,,,,,
nhtsa-rolls-royce-ghost-sedan-4dr-136-6-3,Sedan,4,,,,,136.6,221.7,76.8,61,63.8,65.4,,,,,,,,,
nhtsa-rolls-royce-phantom-convertible-2dr-130-7,Convertible,2,,,,,130.7,220.9,78.3,62.2,66.5,65.7,,,,,,,,,
nhtsa-rolls-royce-phantom-coupe-2dr-130-7,Coupe,2,,,,,130.7,220.9,78.3,62.2,,,,,,,,,,,
nhtsa-rolls-royce-phantom-coupe-2dr-130-7-2,Coupe,2,,,,,130.7,220.9,78.3,63,66.5,65.7,,,,,,,,,
nhtsa-rolls-royce-phantom-sedan-4dr-140-6,Sedan,4,,,,,140.6,229.5,78.3,64.2,,,,,,,,,,,
nhtsa-rolls-royce-phantom-sedan-4dr-150-4,Sedan,4,,,,,150.4,239.4,78.3,64.2,,,,,,,,,,,
nhtsa-rolls-royce-silver-dawn-sedan-4dr-120-5,Sedan,4,,,,,120.5,207.9,74.4,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-seraph-sedan-4dr-122-8,Sedan,4,,,,,122.8,212.2,76,59.4,,,,,,,,,,,
nhtsa-rolls-royce-silver-spirit-body-120-5,,,,,,,120.5,207.9,74,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spirit-sedan-4dr-120-5,Sedan,4,,,,,120.5,207.5,74.4,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spirit-sedan-4dr-120-5-2,Sedan,4,,,,,120.5,207.9,79.1,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spirit-sedan-4dr-120-5-3,Sedan,4,,,,,120.5,207.9,79.1,58.7,60.6,60.6,,,,,,,,,
nhtsa-rolls-royce-silver-spur-body-124,,,,,,,124,211.8,74,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spur-sedan-4dr-124-4,Sedan,4,,,,,124.4,211.4,74.4,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spur-sedan-4dr-124-4-2,Sedan,4,,,,,124.4,211.8,79.1,58.7,,,,,,,,,,,
nhtsa-rolls-royce-silver-spur-sedan-4dr-124-4-3,Sedan,4,,,,,124.4,211.8,79.1,58.7,60.6,60.6,,,,,,,,,
nhtsa-rolls-royce-spectre-coupe-2dr-126-4,Coupe,2,,,,,126.4,214.6,81.9,61.4,,,,,,,,,,,
nhtsa-rolls-royce-wraith-coupe-2dr-122-4,Coupe,2,,,,,122.4,207.9,76.8,59.1,63.8,65.7,,,,,,,,,
nhtsa-saab-9-2x-wagon-4dr-99-6,Wagon,4,,,,,99.6,176,66.9,57.9,57.1,56.7,,,,,,,,,
nhtsa-saab-9-3-convertible-2dr-102-8,Convertible,2,,,,,102.8,181.9,67.3,56.3,57.1,56.7,,,,,,,,,
nhtsa-saab-9-3-convertible-2dr-102-8-2,Convertible,2,,,,,102.8,181.9,67.3,56.3,57.5,57.1,,,,,,,,,
nhtsa-saab-9-3-convertible-2dr-102-8-3,Convertible,2,,,,,102.8,182.3,67.3,55.9,57.1,56.7,,,,,,,,,
nhtsa-saab-9-3-convertible-2dr-102-8-4,Convertible,2,,,,,102.8,182.7,67.3,55.9,57.9,57.1,,,,,,,,,
nhtsa-saab-9-3-convertible-2dr-105-5,Convertible,2,,,,,105.5,182.7,69.3,56.3,59.4,59.1,,,,,,,,,
nhtsa-saab-9-3-hatchback-2dr-102-8,Hatchback,2,,,,,102.8,181.9,67.3,56.3,57.1,56.7,,,,,,,,,
nhtsa-saab-9-3-hatchback-2dr-102-8-2,Hatchback,2,,,,,102.8,181.9,67.3,56.3,57.5,57.1,,,,,,,,,
nhtsa-saab-9-3-hatchback-4dr-102-8,Hatchback,4,,,,,102.8,181.9,67.3,56.3,57.1,56.7,,,,,,,,,
nhtsa-saab-9-3-hatchback-4dr-102-8-2,Hatchback,4,,,,,102.8,181.9,67.3,56.3,57.5,57.1,,,,,,,,,
nhtsa-saab-9-3-sedan-4dr-105-5,Sedan,4,,,,,105.5,182.7,70.5,57.9,59.8,59.4,,,,,,,,,
nhtsa-saab-9-3-wagon-4dr-105-5,Wagon,4,,,,,105.5,183.1,68.9,56.7,59.4,59.1,,,,,,,,,
nhtsa-saab-9-4x-suv-4dr-110-6,SUV,4,,,,,110.6,190.2,75.2,66.1,63.4,63.4,,,,,,,,,
nhtsa-saab-9-5-sedan-4dr-106-3,Sedan,4,,,,,106.3,189.4,70.5,57.1,59.4,59.4,,,,,,,,,
nhtsa-saab-9-5-sedan-4dr-106-3-2,Sedan,4,,,,,106.3,189.4,70.5,57.1,59.8,59.8,,,,,,,,,
nhtsa-saab-9-5-sedan-4dr-106-3-3,Sedan,4,,,,,106.3,190.6,70.5,57.1,59.4,59.8,,,,,,,,,
nhtsa-saab-9-5-sedan-4dr-111-8,Sedan,4,,,,,111.8,197.2,73.2,57.9,62.2,61.4,,,,,,,,,
nhtsa-saab-9-5-wagon-4dr-106-3,Wagon,4,,,,,106.3,189.4,70.5,59.1,59.8,59.8,,,,,,,,,
nhtsa-saab-9-5-wagon-4dr-106-3-2,Wagon,4,,,,,106.3,190.6,70.5,57.9,59.4,60.2,,,,,,,,,
nhtsa-saab-9-7x-suv-4dr-113,SUV,4,,,,,113,193.7,75.6,70.5,62.6,62.2,,,,,,,,,
nhtsa-saab-9-7x-suv-4dr-113-2,SUV,4,,,,,113,192.9,75.6,70.5,62.6,62.2,,,,,,,,,
nhtsa-saab-900-body-2dr-99-2,,2,,,,,99.2,187.4,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-2dr-99-2-2,,2,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-2dr-99-6,,2,,,,,99.6,187.4,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-3dr-99-2,,3,,,,,99.2,187.8,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-4dr-99-2,,4,,,,,99.2,187.4,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-4dr-99-2-2,,4,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-body-99-2,,,,,,,99.2,186.6,66.5,56.3,,,,,,,,,,,
nhtsa-saab-900-convertible-2dr-102-4,Convertible,2,,,,,102.4,182.7,67.3,56.7,57.1,56.3,,,,,,,,,
nhtsa-saab-900-convertible-2dr-102-4-2,Convertible,2,,,,,102.4,182.7,67.3,56.7,57.1,56.7,,,,,,,,,
nhtsa-saab-900-convertible-2dr-99-2,Convertible,2,,,,,99.2,184.3,66.5,55.1,56.7,57.1,,,,,,,,,
nhtsa-saab-900-convertible-99-2,Convertible,,,,,,99.2,184.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-coupe-2dr-99-2,Coupe,2,,,,,99.2,184.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-102-4,Hatchback,2,,,,,102.4,182.7,67.3,56.7,56.7,56.7,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-99-2,Hatchback,2,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-99-2-2,Hatchback,2,,,,,99.2,184.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-99-2-3,Hatchback,2,,,,,99.2,186.6,66.5,56.3,,,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-99-2-4,Hatchback,2,,,,,99.2,184.6,66.5,55.9,56.3,56.7,,,,,,,,,
nhtsa-saab-900-hatchback-2dr-99-2-5,Hatchback,2,,,,,99.2,184.6,66.9,55.5,56.3,56.7,,,,,,,,,
nhtsa-saab-900-hatchback-4dr-102-4,Hatchback,4,,,,,102.4,182.7,67.3,56.7,57.1,56.7,,,,,,,,,
nhtsa-saab-900-hatchback-99-2,Hatchback,,,,,,99.2,184.6,66.9,55.5,,,,,,,,,,,
nhtsa-saab-900-hatchback-99-2-2,Hatchback,,,,,,99.2,184.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-sedan-2dr-99-2,Sedan,2,,,,,99.2,184.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-sedan-4dr-99-2,Sedan,4,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-sedan-4dr-99-2-2,Sedan,4,,,,,99.2,184.3,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-sedan-4dr-99-2-3,Sedan,4,,,,,99.2,184.3,66.5,55.9,56.3,56.7,,,,,,,,,
nhtsa-saab-900-sedan-4dr-99-6,Sedan,4,,,,,99.6,187.4,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-sedan-99-2,Sedan,,,,,,99.2,187.8,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-turbo-body-2dr-99-2,,2,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-900-turbo-body-4dr-99-2,,4,,,,,99.2,186.6,66.5,55.9,,,,,,,,,,,
nhtsa-saab-9000-hatchback-4dr-105-1,Hatchback,4,,,,,105.1,181.9,69.3,55.9,,,,,,,,,,,
nhtsa-saab-9000-hatchback-4dr-105-1-2,Hatchback,4,,,,,105.1,181.9,71.3,55.5,59.8,58.7,,,,,,,,,
nhtsa-saab-9000-hatchback-4dr-105-1-3,Hatchback,4,,,,,105.1,187.4,69.3,55.9,,,,,,,,,,,
nhtsa-saab-9000-hatchback-4dr-105-1-4,Hatchback,4,,,,,105.1,187.4,69.3,55.9,59.8,57.5,,,,,,,,,
nhtsa-saab-9000-hatchback-4dr-105-1-5,Hatchback,4,,,,,105.1,187.4,70.1,55.9,59.8,58.7,,,,,,,,,
nhtsa-saab-9000-sedan-4dr-105-1,Sedan,4,,,,,105.1,188.2,69.3,55.9,59.4,58.7,,,,,,,,,
nhtsa-saab-9000-sedan-4dr-105-1-2,Sedan,4,,,,,105.1,188.2,69.3,55.9,59.8,57.5,,,,,,,,,
nhtsa-saab-9000-sedan-4dr-105-1-3,Sedan,4,,,,,105.1,188.6,70.1,55.9,,,,,,,,,,,
nhtsa-saab-9000-sedan-4dr-105-1-4,Sedan,4,,,,,105.1,188.6,70.1,55.9,59.8,58.7,,,,,,,,,
nhtsa-saturn-astra-body-3dr-102-8,,3,,,,,102.8,170.5,68.9,55.9,58.3,58.3,,,,,,,,,
nhtsa-saturn-astra-body-5dr-102-8,,5,,,,,102.8,170.5,68.9,57.5,58.3,57.9,,,,,,,,,
nhtsa-saturn-aura-sedan-4dr-112-2,Sedan,4,,,,,112.2,190.9,70.5,57.5,59.4,60.6,,,,,,,,,
nhtsa-saturn-ion-coupe-4dr-103-1,Coupe,4,,,,,103.1,185,68.1,55.9,58.7,58.3,,,,,,,,,
nhtsa-saturn-ion-sedan-4dr-103-1,Sedan,4,,,,,103.1,184.6,67.3,57.5,58.3,57.9,,,,,,,,,
nhtsa-saturn-l200-sedan-4dr-106-3,Sedan,4,,,,,106.3,190.6,68.9,56.3,59.8,59.4,,,,,,,,,
nhtsa-saturn-l300-sedan-4dr-106-3,Sedan,4,,,,,106.3,190.6,68.9,56.3,59.8,59.4,,,,,,,,,
nhtsa-saturn-l300-wagon-4dr-106-3,Wagon,4,,,,,106.3,190.6,68.9,57.5,59.8,59.4,,,,,,,,,
nhtsa-saturn-ls2-sedan-4dr-106-3,Sedan,4,,,,,106.3,190.6,68.9,56.3,59.8,59.4,,,,,,,,,
nhtsa-saturn-lw1-wagon-4dr-106-3,Wagon,4,,,,,106.3,190.6,68.9,57.5,59.8,59.4,,,,,,,,,
nhtsa-saturn-lw2-wagon-4dr-106-3,Wagon,4,,,,,106.3,190.6,68.9,57.5,59.8,59.4,,,,,,,,,
nhtsa-saturn-lw200-wagon-4dr-106-3,Wagon,4,,,,,106.3,190.6,68.9,57.5,59.8,59.4,,,,,,,,,
nhtsa-saturn-lw300-wagon-4dr-106-3,Wagon,4,,,,,106.3,190.6,68.9,57.5,59.8,59.4,,,,,,,,,
nhtsa-saturn-outlook-suv-4dr-118-9,SUV,4,,,,,118.9,200.8,78.3,72.8,67.3,67.3,,,,,,,,,
nhtsa-saturn-relay-van-4dr-121-3,Van,4,,,,,121.3,204.7,72,72,63,63,,,,,,,,,
nhtsa-saturn-sc1-coupe-2dr-102-4,Coupe,2,,,,,102.4,179.9,67.3,52.4,56.7,55.9,,,,,,,,,
nhtsa-saturn-sc1-coupe-2dr-99-2,Coupe,2,,,,,99.2,173.2,67.7,50.8,56.7,55.9,,,,,,,,,
nhtsa-saturn-sc2-coupe-2dr-102-4,Coupe,2,,,,,102.4,179.9,67.3,52.4,56.7,55.9,,,,,,,,,
nhtsa-saturn-sc2-coupe-2dr-99-2,Coupe,2,,,,,99.2,175.6,67.7,50,56.7,55.9,,,,,,,,,
nhtsa-saturn-sc2-coupe-2dr-99-2-2,Coupe,2,,,,,99.2,174.4,67.7,50.8,57.1,56.3,,,,,,,,,
nhtsa-saturn-sky-body-2dr-94-9,,2,,,,,94.9,161,71.3,50,61,61,,,,,,,,,
nhtsa-saturn-sl-sedan-4dr-102-4,Sedan,4,,,,,102.4,176.4,67.7,52.4,56.7,55.9,,,,,,,,,
nhtsa-saturn-sl1-sedan-4dr-102-4,Sedan,4,,,,,102.4,176.4,67.7,52.4,56.7,55.9,,,,,,,,,
nhtsa-saturn-sl2-wagon-102-4,Wagon,,,,,,102.4,176.4,67.7,52.4,,,,,,,,,,,
nhtsa-saturn-sl2-wagon-4dr-102-4,Wagon,4,,,,,102.4,176.4,67.7,52.4,56.7,55.9,,,,,,,,,
nhtsa-saturn-sl2-wagon-4dr-102-4-2,Wagon,4,,,,,102.4,176.8,66.9,54.7,56.7,55.9,,,,,,,,,
nhtsa-saturn-sw1-wagon-4dr-102-4,Wagon,4,,,,,102.4,176.4,67.7,53.5,56.7,55.9,,,,,,,,,
nhtsa-saturn-sw1-wagon-4dr-102-4-2,Wagon,4,,,,,102.4,176.8,66.9,54.7,56.7,55.9,,,,,,,,,
nhtsa-saturn-sw2-wagon-4dr-102-4,Wagon,4,,,,,102.4,176.4,67.7,53.5,56.7,55.9,,,,,,,,,
nhtsa-saturn-sw2-wagon-4dr-102-4-2,Wagon,4,,,,,102.4,176.8,66.9,54.7,56.7,55.9,,,,,,,,,
nhtsa-saturn-sw2-wagon-4dr-102-4-3,Wagon,4,,,,,102.4,178,66.5,55.5,56.7,55.9,,,,,,,,,
nhtsa-saturn-vue-body-4dr-106-7,,4,,,,,106.7,180.3,72.8,66.9,60.6,61.4,,,,,,,,,
nhtsa-saturn-vue-suv-4dr-106-7,SUV,4,,,,,106.7,181.5,71.7,66.1,61,61,,,,,,,,,
nhtsa-saturn-vue-suv-4dr-106-7-2,SUV,4,,,,,106.7,181.5,71.7,66.5,61,61,,,,,,,,,
nhtsa-smart-fortwo-body-2dr-73-6,,2,,,,,73.6,106.3,61.4,60.6,50.4,53.5,,,,,,,,,
nhtsa-smart-fortwo-coupe-2dr-73-6,Coupe,2,,,,,73.6,106.3,61.4,60.6,50.4,53.5,,,,,,,,,
nhtsa-smart-fortwo-coupe-2dr-73-6-2,Coupe,2,,,,,73.6,106.3,65.4,61.4,56.7,55.9,,,,,,,,,
nhtsa-subaru-ascent-suv-4dr-113-8,SUV,4,,,,,113.8,196.9,71.7,76,64.6,64.2,,,,,,,,,
nhtsa-subaru-ascent-wagon-4dr-113-8,Wagon,4,,,,,113.8,196.9,71.7,76,64.6,64.2,,,,,,,,,
nhtsa-subaru-b9-tribeca-suv-4dr-108-3,SUV,4,,,,,108.3,189.8,74.4,66.5,62.6,61.8,,,,,,,,,
nhtsa-subaru-baja-pickup-extended-short-104-3,Pickup,,Extended,,,,104.3,193.3,70.1,61.4,57.9,57.5,,,,,,,,,
nhtsa-subaru-brat-body-96-5,,,,,,,96.5,169.3,63.4,57.1,,,,,,,,,,,
nhtsa-subaru-brz-coupe-2dr-101-2,Coupe,2,,,,,101.2,166.9,70.5,50.4,59.8,60.2,,,,,,,,,
nhtsa-subaru-brz-coupe-2dr-101-2-2,Coupe,2,,,,,101.2,166.9,70.1,50.8,59.8,60.6,,,,,,,,,
nhtsa-subaru-brz-coupe-2dr-101-6,Coupe,2,,,,,101.6,167.7,70.1,51.6,59.8,61,,,,,,,,,
nhtsa-subaru-crosstrek-suv-4dr-105-1,SUV,4,,,,,105.1,176,70.9,63.8,61,61.4,,,,,,,,,
nhtsa-subaru-crosstrek-suv-4dr-105-1-2,SUV,4,,,,,105.1,176.4,70.9,63,61,61,,,,,,,,,
nhtsa-subaru-crosstrek-suv-4dr-105-1-3,SUV,4,,,,,105.1,176.4,71.7,63.8,61,61,,,,,,,,,
nhtsa-subaru-crosstrek-wagon-4dr-105-1,Wagon,4,,,,,105.1,176,70.9,63.8,61,61.4,,,,,,,,,
nhtsa-subaru-crosstrek-wagon-4dr-105-1-2,Wagon,4,,,,,105.1,176.4,70.9,63,61,61,,,,,,,,,
nhtsa-subaru-dl-sedan-96-9,Sedan,,,,,,96.9,167.3,63.4,53.5,,,,,,,,,,,
nhtsa-subaru-dl-wagon-96-5,Wagon,,,,,,96.5,168.1,63.8,57.1,,,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-103-1,SUV,4,,,,,103.1,179.5,70.1,66.9,60.2,60.2,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-103-9,SUV,4,,,,,103.9,181.1,70.9,68.5,61,61,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-105-1,SUV,4,,,,,105.1,182.3,71.7,68.1,61.8,61.8,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-105-1-2,SUV,4,,,,,105.1,183.5,72,68.1,61.8,61.8,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-99-2,SUV,4,,,,,99.2,175.2,68.5,63,57.5,57.1,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-99-2-2,SUV,4,,,,,99.2,175.2,68.5,62.6,58.3,58.7,,,,,,,,,
nhtsa-subaru-forester-suv-4dr-99-2-3,SUV,4,,,,,99.2,176.8,68.5,62.6,58.3,57.9,,,,,,,,,
nhtsa-subaru-forester-wagon-4dr-103-1,Wagon,4,,,,,103.1,179.5,70.1,66.9,59.8,59.8,,,,,,,,,
nhtsa-subaru-forester-wagon-4dr-103-1-2,Wagon,4,,,,,103.1,179.5,70.1,66.9,60.2,60.2,,,,,,,,,
nhtsa-subaru-forester-wagon-4dr-105-1,Wagon,4,,,,,105.1,182.3,71.7,68.1,61.8,61.8,,,,,,,,,
nhtsa-subaru-gl-10-sedan-4dr-96-9,Sedan,4,,,,,96.9,174.8,65.4,52.4,,,,,,,,,,,
