Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-audi-a7-hatchback-4dr-114-6,Hatchback,4,,,,,114.6,195.7,75.2,55.9,64.6,64.6,,,,,,,,,
nhtsa-audi-a7-sedan-4dr-115-4,Sedan,4,,,,,115.4,195.7,75.2,55.9,65,64.6,,,,,,,,,
nhtsa-audi-a8-l-sedan-4dr-123-2,Sedan,4,,,,,123.2,208.7,76.8,57.9,64.6,64.2,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-113-4,Sedan,4,,,,,113.4,198,74,56.7,62.6,62.2,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-115-7,Sedan,4,,,,,115.7,199.2,74.8,56.7,63.8,63,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-117-7,Sedan,4,,,,,117.7,201.6,76.8,57.5,64.2,64.2,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-118-1,Sedan,4,,,,,118.1,203.5,76.8,57.9,64.6,64.2,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-120-9,Sedan,4,,,,,120.9,204.3,74.4,57.5,63,62.6,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-120-9-2,Sedan,4,,,,,120.9,204.3,74.8,57.5,63,62.6,,,,,,,,,
nhtsa-audi-a8-sedan-4dr-122-8,Sedan,4,,,,,122.8,207.1,76.8,57.5,64.2,64.2,,,,,,,,,
nhtsa-audi-allroad-wagon-4dr-108-7,Wagon,4,,,,,108.7,189.4,72.8,61,61.8,62.6,,,,,,,,,
nhtsa-audi-e-tron-gt-sedan-4dr-114-2,Sedan,4,,,,,114.2,196.5,77.2,55.5,66.5,65.4,,,,,,,,,
nhtsa-audi-e-tron-sportback-suv-4dr-115-4,SUV,4,,,,,115.4,192.9,76.4,63.8,65.4,66.1,,,,,,,,,
nhtsa-audi-e-tron-suv-4dr-115-4,SUV,4,,,,,115.4,192.9,76.4,64.2,65.4,65,,,,,,,,,
nhtsa-audi-e-tron-suv-4dr-115-4-2,SUV,4,,,,,115.4,192.9,76.4,63.8,65.4,66.1,,,,,,,,,
nhtsa-audi-q3-suv-4dr-105-5,SUV,4,,,,,105.5,176.4,73.2,63.8,62.2,62.2,,,,,,,,,
nhtsa-audi-q3-suv-5dr-102-4,SUV,5,,,,,102.4,172.8,72,63.4,61.8,62.2,,,,,,,,,
nhtsa-audi-q4-suv-4dr-108-7,SUV,4,,,,,108.7,180.7,73.6,63.4,62.6,61.8,,,,,,,,,
nhtsa-audi-q5-suv-4dr-111,SUV,4,,,,,111,183.5,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-q5-suv-4dr-111-2,SUV,4,,,,,111,184.3,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-q5-suv-4dr-111-3,SUV,4,,,,,111,184.6,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-q5-suv-4dr-111-4,SUV,4,,,,,111,185.8,74.8,64.2,63.8,63.4,,,,,,,,,
nhtsa-audi-q5-suv-4dr-111-5,SUV,4,,,,,111,185.8,74.8,64.6,63.8,63.4,,,,,,,,,
nhtsa-audi-q5-suv-5dr-110-6,SUV,5,,,,,110.6,182.3,74.8,65.4,63,63,,,,,,,,,
nhtsa-audi-q6-suv-4dr-113-8,SUV,4,,,,,113.8,187.8,76.4,65,65.4,65,,,,,,,,,
nhtsa-audi-q7-suv-4dr-117-7,SUV,4,,,,,117.7,198.8,77.6,68.5,66.1,66.5,,,,,,,,,
nhtsa-audi-q7-suv-4dr-117-7-2,SUV,4,,,,,117.7,199.2,77.6,68.5,66.1,66.5,,,,,,,,,
nhtsa-audi-q7-suv-4dr-118-1,SUV,4,,,,,118.1,200.4,78,68.5,64.2,65,,,,,,,,,
nhtsa-audi-q8-suv-4dr-115-4,SUV,4,,,,,115.4,193.7,76.4,64.2,65.4,65,,,,,,,,,
nhtsa-audi-q8-suv-4dr-115-4-2,SUV,4,,,,,115.4,193.7,76.4,63.8,65.4,66.1,,,,,,,,,
nhtsa-audi-q8-suv-4dr-118-1,SUV,4,,,,,118.1,196.5,78.7,67.3,66.1,66.5,,,,,,,,,
nhtsa-audi-quattro-body-99-2,,,,,,,99.2,178,67.7,52.8,,,,,,,,,,,
nhtsa-audi-r8-body-2dr-104-3,,2,,,,,104.3,174.4,74.8,49.2,64.6,63,,,,,,,,,
nhtsa-audi-r8-convertible-2dr-104-3,Convertible,2,,,,,104.3,174.4,74.8,49.2,64.6,63,,,,,,,,,
nhtsa-audi-r8-convertible-2dr-104-3-2,Convertible,2,,,,,104.3,174.4,76.8,48,64.2,63,,,,,,,,,
nhtsa-audi-r8-coupe-2dr-104-3,Coupe,2,,,,,104.3,174.4,74.8,49.2,64.2,62.6,,,,,,,,,
nhtsa-audi-r8-coupe-2dr-104-3-2,Coupe,2,,,,,104.3,174.4,76.8,48,64.2,63,,,,,,,,,
nhtsa-audi-rs-3-sedan-103-5,Sedan,,,,,,103.5,176.4,70.9,55.1,61.4,60.2,,,,,,,,,
nhtsa-audi-rs-3-sedan-4dr-103-5,Sedan,4,,,,,103.5,178.3,72.8,55.5,62.6,59.8,,,,,,,,,
nhtsa-audi-rs-4-sedan-4dr-104-3,Sedan,4,,,,,104.3,180.7,71.7,55.9,60.6,60.6,,,,,,,,,
nhtsa-audi-rs-5-body-111-4,,,,,,,111.4,187,72.4,54.3,62.6,61.8,,,,,,,,,
nhtsa-audi-rs-5-body-111-4-2,,,,,,,111.4,188.2,72.4,54.3,62.6,61.8,,,,,,,,,
nhtsa-audi-rs-5-convertible-2dr-108-3,Convertible,2,,,,,108.3,182.7,72.8,53.9,61.8,61,,,,,,,,,
nhtsa-audi-rs-5-coupe-2dr-108-3,Coupe,2,,,,,108.3,182.7,72.8,53.9,61.8,61,,,,,,,,,
nhtsa-audi-rs-5-coupe-2dr-109-1,Coupe,2,,,,,109.1,185.8,73.2,53.5,63,62.6,,,,,,,,,
nhtsa-audi-rs-6-avant-body-115-4,,,,,,,115.4,196.9,76.8,57.5,65.7,65,,,,,,,,,
nhtsa-audi-rs-7-body-4dr-114-6,,4,,,,,114.6,197.2,75.2,55.9,64.6,64.6,,,,,,,,,
nhtsa-audi-rs-7-body-4dr-115-4,,4,,,,,115.4,197.2,76.8,55.9,65.7,65,,,,,,,,,
nhtsa-audi-rs-7-hatchback-4dr-114-6,Hatchback,4,,,,,114.6,197.2,75.2,55.9,64.6,64.6,,,,,,,,,
nhtsa-audi-rs-e-tron-gt-sedan-4dr-114-2,Sedan,4,,,,,114.2,196.5,77.2,55.5,66.5,65.4,,,,,,,,,
nhtsa-audi-rs-q8-suv-4dr-118-1,SUV,4,,,,,118.1,197.2,78.7,67.3,66.1,66.5,,,,,,,,,
nhtsa-audi-s3-sedan-103-5,Sedan,,,,,,103.5,177.2,71.7,56.3,61,60.2,,,,,,,,,
nhtsa-audi-s3-sedan-103-9,Sedan,,,,,,103.9,176,70.9,55.9,61,60.2,,,,,,,,,
nhtsa-audi-s4-convertible-4dr-104-3,Convertible,4,,,,,104.3,179.9,70.5,54.7,59.8,59.4,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-102-8,Sedan,4,,,,,102.8,176.4,72.8,55.9,59.1,58.3,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-104-3,Sedan,4,,,,,104.3,180.7,69.7,56.3,59.1,59.1,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-104-3-2,Sedan,4,,,,,104.3,180.7,70.1,56.3,59.1,59.1,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-105-9,Sedan,4,,,,,105.9,192.5,70.9,56.7,,,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-110-6,Sedan,4,,,,,110.6,185,72,56.3,61,60.6,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-111,Sedan,4,,,,,111,186.2,71.3,55.1,61.8,61,,,,,,,,,
nhtsa-audi-s4-sedan-4dr-111-2,Sedan,4,,,,,111,187.8,72.8,55.1,61.8,61,,,,,,,,,
nhtsa-audi-s4-wagon-4dr-104-3,Wagon,4,,,,,104.3,179.1,69.7,56.3,59.4,59.1,,,,,,,,,
nhtsa-audi-s4-wagon-4dr-104-3-2,Wagon,4,,,,,104.3,180.7,69.7,57.1,59.8,59.4,,,,,,,,,
nhtsa-audi-s5-body-111-4,,,,,,,111.4,187,72.4,54.3,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-body-111-4-2,,,,,,,111.4,187.8,72.4,54.3,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-convertible-2dr-108-3,Convertible,2,,,,,108.3,182.7,72.8,53.9,61.8,61,,,,,,,,,
nhtsa-audi-s5-convertible-2dr-108-7,Convertible,2,,,,,108.7,184.6,72.8,53.9,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-convertible-2dr-108-7-2,Convertible,2,,,,,108.7,185.4,72.8,53.9,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-coupe-2dr-108-3,Coupe,2,,,,,108.3,182.7,72.8,53.9,61.8,61,,,,,,,,,
nhtsa-audi-s5-coupe-2dr-108-7,Coupe,2,,,,,108.7,184.6,72.8,53.9,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-coupe-2dr-108-7-2,Coupe,2,,,,,108.7,185.4,72.8,53.9,62.6,61.8,,,,,,,,,
nhtsa-audi-s5-sedan-4dr-113-8,Sedan,4,,,,,113.8,190.2,73.2,56.7,63.8,63.4,,,,,,,,,
nhtsa-audi-s6-body-108-7,,,,,,,108.7,193.3,71.3,57.1,61.8,63,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-105-9,Sedan,4,,,,,105.9,192.5,70.9,56.7,61.4,60.2,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-106-3,Sedan,4,,,,,106.3,192.9,70.5,,59.4,59.8,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-111-8,Sedan,4,,,,,111.8,193.7,73.2,57.1,62.2,61.8,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-114-6,Sedan,4,,,,,114.6,193.7,73.6,57.5,64.2,63.8,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-115-4,Sedan,4,,,,,115.4,194.9,74.4,57.1,63.8,63,,,,,,,,,
nhtsa-audi-s6-sedan-4dr-116-1,Sedan,4,,,,,116.1,194.1,75.6,57.5,65.4,63.8,,,,,,,,,
nhtsa-audi-s7-body-4dr-114-6,,4,,,,,114.6,195.7,75.2,55.9,64.6,64.6,,,,,,,,,
nhtsa-audi-s7-body-4dr-115-4,,4,,,,,115.4,195.7,75.2,55.9,65,64.2,,,,,,,,,
nhtsa-audi-s7-hatchback-4dr-114-6,Hatchback,4,,,,,114.6,195.7,75.2,55.9,64.6,64.6,,,,,,,,,
nhtsa-audi-s8-sedan-4dr-113-4,Sedan,4,,,,,113.4,198,74,55.9,62.6,62.2,,,,,,,,,
nhtsa-audi-s8-sedan-4dr-115-7,Sedan,4,,,,,115.7,199.2,74.8,55.9,63.8,63,,,,,,,,,
nhtsa-audi-s8-sedan-4dr-117-7,Sedan,4,,,,,117.7,201.6,76.8,57.5,64.2,64.2,,,,,,,,,
nhtsa-audi-s8-sedan-4dr-118-1,Sedan,4,,,,,118.1,203.9,76.8,57.9,64.2,63.8,,,,,,,,,
nhtsa-audi-sq5-suv-4dr-111,SUV,4,,,,,111,183.9,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-sq5-suv-4dr-111-2,SUV,4,,,,,111,184.3,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-sq5-suv-4dr-111-3,SUV,4,,,,,111,184.6,74.4,65.4,63.8,63.4,,,,,,,,,
nhtsa-audi-sq5-suv-4dr-111-4,SUV,4,,,,,111,185.8,74.8,64.2,63.8,63.4,,,,,,,,,
nhtsa-audi-sq5-suv-4dr-111-5,SUV,4,,,,,111,185.8,74.8,64.6,63.8,63.4,,,,,,,,,
nhtsa-audi-sq5-suv-5dr-110-6,SUV,5,,,,,110.6,182.3,74.8,65.4,63,63,,,,,,,,,
nhtsa-audi-sq6-suv-4dr-113-8,SUV,4,,,,,113.8,187.8,76.4,65,65.4,65,,,,,,,,,
nhtsa-audi-sq7-suv-4dr-117-7,SUV,4,,,,,117.7,199.2,77.6,68.5,65.4,65.4,,,,,,,,,
nhtsa-audi-sq8-suv-4dr-115-4,SUV,4,,,,,115.4,193.7,76.4,64.2,65.4,65,,,,,,,,,
nhtsa-audi-sq8-suv-4dr-115-4-2,SUV,4,,,,,115.4,193.7,76.4,63.8,65.4,66.1,,,,,,,,,
nhtsa-audi-sq8-suv-4dr-118-1,SUV,4,,,,,118.1,197.2,78.7,67.3,66.1,66.5,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-95-3,Convertible,2,,,,,95.3,161,69.3,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-95-3-2,Convertible,2,,,,,95.3,161,72.8,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-95-7,Convertible,2,,,,,95.7,161,69.3,53.1,59.8,59.4,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-95-7-2,Convertible,2,,,,,95.7,161,69.3,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-95-7-3,Convertible,2,,,,,95.7,161,72.8,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-96-9,Convertible,2,,,,,96.9,165,72.4,53.1,61.4,60.2,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-96-9-2,Convertible,2,,,,,96.9,165.4,72.4,53.1,61.4,60.2,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-97-2,Convertible,2,,,,,97.2,165,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-97-2-2,Convertible,2,,,,,97.2,165,72.4,53.5,61.4,61,,,,,,,,,
nhtsa-audi-tt-convertible-2dr-98-8,Convertible,2,,,,,98.8,164.6,72,53.1,61.8,61,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-95-7,Coupe,2,,,,,95.7,161,69.3,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-95-7-2,Coupe,2,,,,,95.7,161,72.8,53.1,60.2,59.4,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-96-9,Coupe,2,,,,,96.9,165,72.4,53.1,61.4,60.2,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-97-2,Coupe,2,,,,,97.2,165,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-97-2-2,Coupe,2,,,,,97.2,165.4,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-98-8,Coupe,2,,,,,98.8,164.6,72,53.1,61.8,61,,,,,,,,,
nhtsa-audi-tt-coupe-2dr-98-8-2,Coupe,2,,,,,98.8,165.4,72,52.8,61.4,60.6,,,,,,,,,
nhtsa-audi-tt-hatchback-2dr-95-7,Hatchback,2,,,,,95.7,161,69.3,53.1,59.8,59.1,,,,,,,,,
nhtsa-audi-tt-rs-coupe-2dr-97-2,Coupe,2,,,,,97.2,165.4,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tt-rs-coupe-2dr-98-8,Coupe,2,,,,,98.8,165.4,72,52.8,61.4,60.6,,,,,,,,,
nhtsa-audi-tts-convertible-2dr-96-9,Convertible,2,,,,,96.9,165.4,72.4,53.1,61.4,60.2,,,,,,,,,
nhtsa-audi-tts-convertible-2dr-97-2,Convertible,2,,,,,97.2,165.4,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tts-coupe-2dr-96-9,Coupe,2,,,,,96.9,165.4,72.4,53.1,61.4,60.2,,,,,,,,,
nhtsa-audi-tts-coupe-2dr-97-2,Coupe,2,,,,,97.2,165.4,72.4,52.8,61.4,61,,,,,,,,,
nhtsa-audi-tts-coupe-2dr-98-8,Coupe,2,,,,,98.8,165,72,52.8,61.8,61,,,,,,,,,
nhtsa-audi-v8-sedan-4dr-106-3,Sedan,4,,,,,106.3,191.7,71.3,55.9,,,,,,,,,,,
nhtsa-audi-v8-sedan-4dr-106-3-2,Sedan,4,,,,,106.3,191.7,70.9,55.9,59.4,60.2,,,,,,,,,
nhtsa-bentley-arnage-sedan-4dr-122-8,Sedan,4,,,,,122.8,212.2,76,59.8,,,,,,,,,,,
nhtsa-bentley-arnage-sedan-4dr-122-8-2,Sedan,4,,,,,122.8,212.6,76,59.8,,,,,,,,,,,
nhtsa-bentley-arnage-sedan-4dr-132-7,Sedan,4,,,,,132.7,222,76,59.8,,,,,,,,,,,
nhtsa-bentley-azure-body-120-5,,,,,,,120.5,210.6,74,58.3,,,,,,,,,,,
nhtsa-bentley-azure-convertible-2dr-120-5,Convertible,2,,,,,120.5,210.2,81.1,58.3,,,,,,,,,,,
nhtsa-bentley-azure-convertible-2dr-122-8,Convertible,2,,,,,122.8,213,75.2,58.7,,,,,,,,,,,
nhtsa-bentley-azure-convertible-2dr-122-8-2,Convertible,2,,,,,122.8,213,74.8,58.7,,,,,,,,,,,
nhtsa-bentley-bentayga-body-117-7,,,,,,,117.7,202.4,78.7,68.5,,,,,,,,,,,
nhtsa-bentley-bentayga-suv-4dr-117-7,SUV,4,,,,,117.7,202.4,78.7,68.5,,,,,,,,,,,
nhtsa-bentley-bentayga-suv-4dr-125-2,SUV,4,,,,,125.2,209.1,78.7,68.5,,,,,,,,,,,
nhtsa-bentley-brooklands-coupe-2dr-122-8,Coupe,2,,,,,122.8,213,74.8,57.9,,,,,,,,,,,
nhtsa-bentley-brooklands-sedan-4dr-120-5,Sedan,4,,,,,120.5,207.5,79.1,58.7,,,,,,,,,,,
nhtsa-bentley-brooklands-sedan-4dr-120-5-2,Sedan,4,,,,,120.5,207.5,79.1,58.7,61,61,,,,,,,,,
nhtsa-bentley-continental-body-112-2,,,,,,,112.2,190.9,77.2,55.5,,,,,,,,,,,
nhtsa-bentley-continental-body-2dr-108-3,,2,,,,,108.3,189,77.2,55.1,,,,,,,,,,,
nhtsa-bentley-continental-body-2dr-108-3-2,,2,,,,,108.3,189,76,55.1,63.8,63.4,,,,,,,,,
nhtsa-bentley-continental-body-2dr-108-3-3,,2,,,,,108.3,189.4,76.8,54.7,,,,,,,,,,,
nhtsa-bentley-continental-body-2dr-108-3-4,,2,,,,,108.3,189.4,76.4,55.1,63.8,63.4,,,,,,,,,
nhtsa-bentley-continental-convertible-112-2,Convertible,,,,,,112.2,190.9,77.2,55.5,,,,,,,,,,,
nhtsa-bentley-continental-convertible-2dr-120-5,Convertible,2,,,,,120.5,210.2,81.1,58.3,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-108-3,Coupe,2,,,,,108.3,189,77.2,55.1,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-108-3-2,Coupe,2,,,,,108.3,189.4,77.2,54.7,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-108-3-3,Coupe,2,,,,,108.3,189.4,76.8,54.7,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-108-3-4,Coupe,2,,,,,108.3,189.4,76.4,55.1,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-110-2,Coupe,2,,,,,110.2,185,72.8,51.2,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-116-5,Coupe,2,,,,,116.5,206.3,81.1,57.9,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-116-5-2,Coupe,2,,,,,116.5,205.5,81.1,57.5,62.2,62.2,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-120-5,Coupe,2,,,,,120.5,210.2,81.1,57.5,,,,,,,,,,,
nhtsa-bentley-continental-coupe-2dr-120-5-2,Coupe,2,,,,,120.5,210.6,80.7,57.5,,,,,,,,,,,
nhtsa-bentley-continental-sedan-4dr-120-9,Sedan,4,,,,,120.9,209.1,77.2,58.3,,,,,,,,,,,
nhtsa-bentley-continental-sedan-4dr-120-9-2,Sedan,4,,,,,120.9,208.7,75.6,58.7,,,,,,,,,,,
nhtsa-bentley-flying-spur-sedan-4dr-125-6,Sedan,4,,,,,125.6,209.4,78,58.3,,,,,,,,,,,
nhtsa-bentley-mulsanne-body-120-5,,,,,,,120.5,207.9,74.4,58.7,,,,,,,,,,,
nhtsa-bentley-mulsanne-sedan-4dr-128-7,Sedan,4,,,,,128.7,219.7,76,59.8,63.8,65,,,,,,,,,
nhtsa-bentley-mulsanne-sedan-4dr-138-6,Sedan,4,,,,,138.6,229.5,76,60.6,,,,,,,,,,,
nhtsa-bentley-turbo-sedan-4dr-120-5,Sedan,4,,,,,120.5,208.3,83.1,58.7,,,,,,,,,,,
nhtsa-bmw-3-series-body-114-6,,,,,,,114.6,190.2,72,59.4,60.6,62.6,,,,,,,,,
nhtsa-bmw-3-series-sedan-4dr-110-6,Sedan,4,,,,,110.6,182.3,71.3,56.3,60.6,62.2,,,,,,,,,
nhtsa-bmw-3-series-wagon-4dr-110-6,Wagon,4,,,,,110.6,182.3,71.3,56.3,60.2,61.8,,,,,,,,,
nhtsa-bmw-318i-body-101-2,,,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-318i-body-2dr-101-2,,2,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-318i-body-4dr-101-2,,4,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-318i-convertible-106-3,Convertible,,,,,,106.3,174.4,67.3,53.9,55.5,55.5,,,,,,,,,
nhtsa-bmw-318i-sedan-4dr-106-3,Sedan,4,,,,,106.3,174.4,66.9,54.7,55.9,56.3,,,,,,,,,
nhtsa-bmw-318is-coupe-2dr-106-3,Coupe,2,,,,,106.3,174.4,67.3,53.9,55.5,55.9,,,,,,,,,
nhtsa-bmw-318ti-hatchback-2dr-106-3,Hatchback,2,,,,,106.3,165.7,66.9,54.7,54.7,54.3,,,,,,,,,
nhtsa-bmw-320i-body-100-8,,,,,,,100.8,177.6,63.4,54.3,,,,,,,,,,,
nhtsa-bmw-320i-sedan-100-8,Sedan,,,,,,100.8,177.6,63.4,54.3,,,,,,,,,,,
nhtsa-bmw-323i-convertible-106-3,Convertible,,,,,,106.3,174.4,67.3,53.9,55.5,55.5,,,,,,,,,
nhtsa-bmw-323i-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-323is-coupe-2dr-106-3,Coupe,2,,,,,106.3,174.4,67.3,53.9,55.5,55.9,,,,,,,,,
nhtsa-bmw-325ci-convertible-2dr-107-5,Convertible,2,,,,,107.5,176.8,69.3,53.9,57.9,58.3,,,,,,,,,
nhtsa-bmw-325ci-coupe-2dr-107-5,Coupe,2,,,,,107.5,176.8,69.3,53.9,57.9,58.3,,,,,,,,,
nhtsa-bmw-325i-convertible-101-2,Convertible,,,,,,101.2,176.8,65,53.9,,,,,,,,,,,
nhtsa-bmw-325i-convertible-101-2-2,Convertible,,,,,,101.2,175.6,65,53.9,,,,,,,,,,,
nhtsa-bmw-325i-coupe-2dr-101-2,Coupe,2,,,,,101.2,176.8,65,54.3,55.1,54.7,,,,,,,,,
nhtsa-bmw-325i-sedan-2dr-101-2,Sedan,2,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-325i-sedan-4dr-101-2,Sedan,4,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-325i-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-325is-sedan-2dr-101-2,Sedan,2,,,,,101.2,176.8,65,54.3,,,,,,,,,,,
nhtsa-bmw-325ix-body-4dr-101-2,,4,,,,,101.2,175.2,65,54.3,,,,,,,,,,,
nhtsa-bmw-325ix-sedan-4dr-101-2,Sedan,4,,,,,101.2,170.1,65.4,55.1,,,,,,,,,,,
nhtsa-bmw-325xi-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-325xi-sedan-4dr-108-7,Sedan,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-325xi-wagon-4dr-108-7,Wagon,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-328ci-coupe-2dr-107-5,Coupe,2,,,,,107.5,176.8,69.3,54.7,57.9,58.3,,,,,,,,,
nhtsa-bmw-328i-convertible-106-3,Convertible,,,,,,106.3,174.4,67.3,53.9,55.5,55.5,,,,,,,,,
nhtsa-bmw-328i-convertible-2dr-108-7,Convertible,2,,,,,108.7,180.7,70.1,54.3,59.1,58.7,,,,,,,,,
nhtsa-bmw-328i-coupe-2dr-108-7,Coupe,2,,,,,108.7,180.7,70.1,54.3,59.1,58.7,,,,,,,,,
nhtsa-bmw-328i-sedan-4dr-106-3,Sedan,4,,,,,106.3,174.4,66.9,54.7,55.5,55.9,,,,,,,,,
nhtsa-bmw-328i-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-328is-coupe-2dr-106-3,Coupe,2,,,,,106.3,174.4,67.3,53.9,55.5,55.9,,,,,,,,,
nhtsa-bmw-328xi-coupe-2dr-108-7,Coupe,2,,,,,108.7,180.7,70.1,54.3,59.1,58.7,,,,,,,,,
nhtsa-bmw-328xi-sedan-4dr-108-7,Sedan,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-328xi-wagon-4dr-108-7,Wagon,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-330ci-convertible-2dr-107-5,Convertible,2,,,,,107.5,176.8,69.3,53.9,57.9,58.3,,,,,,,,,
nhtsa-bmw-330ci-coupe-2dr-107-5,Coupe,2,,,,,107.5,176.8,69.3,53.9,57.9,58.3,,,,,,,,,
nhtsa-bmw-330i-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-330i-sedan-4dr-108-7,Sedan,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-330xi-sedan-4dr-107-5,Sedan,4,,,,,107.5,176,68.5,55.9,58.3,58.7,,,,,,,,,
nhtsa-bmw-330xi-sedan-4dr-108-7,Sedan,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-335i-convertible-2dr-108-7,Convertible,2,,,,,108.7,180.7,70.1,54.3,58.7,59.1,,,,,,,,,
nhtsa-bmw-335i-coupe-2dr-108-7,Coupe,2,,,,,108.7,180.7,70.1,54.3,58.7,59.1,,,,,,,,,
nhtsa-bmw-335i-sedan-4dr-108-7,Sedan,4,,,,,108.7,178.3,71.7,55.9,59.1,59.4,,,,,,,,,
nhtsa-bmw-5-series-sedan-4dr-117-3,Sedan,4,,,,,117.3,194.5,73.6,57.9,63.4,64.2,,,,,,,,,
nhtsa-bmw-5-series-sedan-4dr-117-3-2,Sedan,4,,,,,117.3,195.3,73.6,57.9,63.4,64.2,,,,,,,,,
nhtsa-bmw-525i-body-108-7,,,,,,,108.7,185.8,68.9,55.5,57.9,58.7,,,,,,,,,
